"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2022-02-16","'38380NZ36'","CMBS","GOVERNMENT 2.4% 09/60",,,,,,"6043712.12",,,,,,
"2022-02-16","'3138L74C7'","CMBS","FNMA MORTPASS 3.14% 12/26",,,,,,"6041202.72",,,,,,
"2022-02-16","'3138LDB85'","CMBS","FNMA MORTPASS 3.43% 02/31",,,,,,"6031535.12",,,,,,
"2022-02-16","'3140HRZF3'","CMBS","FNMA MORTPASS 3.86% 12/28",,,,,,"6013000",,,,,,
"2022-02-16","'3140HTV48'","CMBS","FNMA MORTPASS 3.44% 05/34",,,,,,"6000000",,,,,,
"2022-02-16","'3140HV7H1'","CMBS","FNMA MORTPASS 2.68% 10/31",,,,,,"6000000",,,,,,
"2022-02-16","'3140HUCJ3'","CMBS","FNMA MORTPASS 3.29% 07/34",,,,,,"5980000",,,,,,
"2022-02-16","'3140HULS3'","CMBS","FNMA MORTPASS 2.99% 07/31",,,,,,"5950000",,,,,,
"2022-02-16","'3140HSZE4'","CMBS","FNMA MORTPASS 3.49% 07/28",,,,,,"5933000",,,,,,
"2022-02-16","'3140HWPQ9'","CMBS","FNMA MORTPASS 2.52% 12/31",,,,,,"5925000",,,,,,
"2022-02-16","'3138LNGV7'","CMBS","FNMA MORTPASS 3.39% 05/28",,,,,,"5897000",,,,,,
"2022-02-16","'3140HTVW6'","CMBS","FNMA MORTPASS 3.21% 06/29",,,,,,"5893000",,,,,,
"2022-02-16","'3138LKPG6'","CMBS","FNMA MORTPASS 3.13% 09/32",,,,,,"5838986.73",,,,,,
"2022-02-16","'3138LJWJ5'","CMBS","FNMA MORTPASS 3.23% 07/32",,,,,,"5767753.06",,,,,,
"2022-02-16","'3140HVEP5'","CMBS","FNMA MORTPASS 3.03% 08/34",,,,,,"5750000",,,,,,
"2022-02-16","'3140HTET2'","CMBS","FNMA MORTPASS 3.51% 03/29",,,,,,"5749780.68",,,,,,
"2022-02-16","'3140HUPX8'","CMBS","FNMA MORTPASS 3.09% 07/31",,,,,,"5700000",,,,,,
"2022-02-16","'3140HXSW1'","CMBS","FNMA MORTPASS 2.43% 08/34",,,,,,"5651264.25",,,,,,
"2022-02-16","'3140HTM89'","CMBS","FNMA MORTPASS 3.24% 07/31",,,,,,"5640000",,,,,,
"2022-02-16","'3140HYDR6'","CMBS","FNMA MORTPASS 2.63% 03/28",,,,,,"5634102.68",,,,,,
"2022-02-16","'3137FREH0'","CMBS","FREDDIE MAC 2.253% 01/30",,,,,,"5620000",,,,,,
"2022-02-16","'3137FJZ85'","CMBS","FREDDIE MAC 3.78% 08/28",,,,,,"5523143.46",,,,,,
"2022-02-16","'3140HSYP0'","CMBS","FNMA MORTPASS 3.52% 02/29",,,,,,"5512000",,,,,,
"2022-02-16","'3138LGAW6'","CMBS","FNMA MORTPASS 2.75% 11/31",,,,,,"5509468.66",,,,,,
"2022-02-16","'3137FMCR1'","CMBS","FREDDIE MAC 2.982% 05/29",,,,,,"5500000",,,,,,
"2022-02-16","'3138LLJY2'","CMBS","FNMA MORTPASS 3.12% 11/29",,,,,,"5500000",,,,,,
"2022-02-16","'3138LM4C4'","CMBS","FNMA 3.695% 05/33",,,,,,"5485325.79",,,,,,
"2022-02-16","'3140J0HZ6'","CMBS","FNMA MORTPASS 1.57% 07/32",,,,,,"5451268.95",,,,,,
"2022-02-16","'38380JJM1'","CMBS","GOVERNMENT 2.5% 07/58",,,,,,"5423762.98",,,,,,
"2022-02-16","'31377U5W9'","CMBS","FNMA MORTPASS 3.61% 08/30",,,,,,"5420000",,,,,,
"2022-02-16","'3140HS6E6'","CMBS","FNMA MORTPASS 3.59% 03/29",,,,,,"5400724",,,,,,
"2022-02-16","'3140HUCU8'","CMBS","FNMA MORTPASS 3.29% 07/34",,,,,,"5395000",,,,,,
"2022-02-16","'3138LPCP9'","CMBS","FNMA MORTPASS 3.68% 07/28",,,,,,"5344000",,,,,,
"2022-02-16","'3137F2LJ3'","CMBS","FREDDIE MAC 3.117% 06/27",,,,,,"5340000",,,,,,
"2022-02-16","'3140HWRC8'","CMBS","FNMA MORTPASS 2.56% 12/31",,,,,,"5320000",,,,,,
"2022-02-16","'3138L5TT7'","CMBS","FNMA MORTPASS 4.01% 01/29",,,,,,"5317223.09",,,,,,
"2022-02-16","'3140HUMM5'","CMBS","FNMA MORTPASS 3.37% 06/39",,,,,,"5300000",,,,,,
"2022-02-16","'3138LKPL5'","CMBS","FNMA MORTPASS 3.2% 09/32",,,,,,"5277000",,,,,,
"2022-02-16","'3138LMC68'","CMBS","FNMA MORTPASS 3.08% 01/29",,,,,,"5259312.43",,,,,,
"2022-02-16","'3138LFEE4'","CMBS","FNMA MORTPASS 2.54% 09/28",,,,,,"5254092.37",,,,,,
"2022-02-16","'38379KGZ5'","CMBS","GOVERNMENT 2.9% 02/49",,,,,,"5231599.41",,,,,,
"2022-02-16","'38379R2C6'","CMBS","GOVERNMENT 2.4% 11/50",,,,,,"5210233.53",,,,,,
"2022-02-16","'3137FHPH0'","CMBS","FREDDIE MAC 3.736% 04/28",,,,,,"5209401.76",,,,,,
"2022-02-16","'3140HVK37'","CMBS","FNMA MORTPASS 2.63% 09/31",,,,,,"5180000",,,,,,
"2022-02-16","'38379U6M3'","CMBS","GOVERNMENT 2.5% 02/57",,,,,,"5126089.01",,,,,,
"2022-02-16","'3140J0MN7'","CMBS","FNMA MORTPASS 1.33% 07/30",,,,,,"5089731.45",,,,,,
"2022-02-16","'3140HWX72'","CMBS","FNMA MORTPASS 2.66% 01/35",,,,,,"5068530.21",,,,,,
"2022-02-16","'3138LNTZ4'","CMBS","FNMA MORTPASS 3.47% 07/28",,,,,,"5068258",,,,,,
"2022-02-16","'31377UZJ5'","CMBS","FNMA MORTPASS 3.64% 08/28",,,,,,"5034290.16",,,,,,
"2022-02-16","'3140HSTG6'","CMBS","FNMA MORTPASS 3.56% 02/29",,,,,,"5008866.57",,,,,,
"2022-02-16","'3137FQKC6'","CMBS","FREDDIE MAC 2.537% 10/29",,,,,,"5000000",,,,,,
"2022-02-16","'3138LJWQ9'","CMBS","FNMA MORTPASS 3.07% 08/27",,,,,,"5000000",,,,,,
"2022-02-16","'3138LMJ79'","CMBS","FNMA MORTPASS 3.22% 03/30",,,,,,"5000000",,,,,,
"2022-02-16","'3140HS7G0'","CMBS","FNMA MORTPASS 3.71% 04/34",,,,,,"5000000",,,,,,
"2022-02-16","'3140HTJ83'","CMBS","FNMA MORTPASS 3.45% 05/29",,,,,,"5000000",,,,,,
"2022-02-16","'3140HVRM8'","CMBS","FNMA MORTPASS 2.64% 09/29",,,,,,"5000000",,,,,,
"2022-02-16","'3140HVWF7'","CMBS","FNMA MORTPASS 2.51% 11/34",,,,,,"5000000",,,,,,
"2022-02-16","'3140HV6K5'","CMBS","FNMA MORTPASS 2.38% 02/29",,,,,,"5000000",,,,,,
"2022-02-16","'38378XYM7'","CMBS","GOVERNMENT 2.9% 03/55",,,,,,"4988472.05",,,,,,
"2022-02-16","'3140HYZR2'","CMBS","FNMA MORTPASS 2.05% 07/33",,,,,,"4975000",,,,,,
"2022-02-16","'3138LMDA8'","CMBS","FNMA 3.175% 01/30",,,,,,"4921949.7",,,,,,
"2022-02-16","'3140HVLV4'","CMBS","FNMA MORTPASS 2.55% 11/28",,,,,,"4915308.1",,,,,,
"2022-02-16","'3140HVSM7'","CMBS","FNMA MORTPASS 2.52% 09/34",,,,,,"4913955.32",,,,,,
"2022-02-16","'3140HSG39'","CMBS","FNMA MORTPASS 3.85% 01/29",,,,,,"4900000",,,,,,
"2022-02-16","'38378B3U1'","CMBS","GOVERNMENT 2.71999% 04/53",,,,,,"4846363.93",,,,,,
"2022-02-16","'31419TPS9'","CMBS","FNMA MORTPASS 3.38% 09/35",,,,,,"4815132.46",,,,,,
"2022-02-16","'3140HS3K5'","CMBS","FNMA MORTPASS 3.86% 02/34",,,,,,"4613373.56",,,,,,
"2022-02-16","'38380J4Q8'","CMBS","GOVERNMENT 2.6% 07/49",,,,,,"4577981.29",,,,,,
"2022-02-16","'3138LKHK6'","CMBS","FNMA MORTPASS 3.19% 09/29",,,,,,"4575000",,,,,,
"2022-02-16","'38379RZP1'","CMBS","GOVERNMENT 2.7% 07/57",,,,,,"4543843.81",,,,,,
"2022-02-16","'3140HXDY3'","CMBS","FNMA MORTPASS 2.5% 02/30",,,,,,"4501000",,,,,,
"2022-02-16","'3140HY3W6'","CMBS","FNMA MORTPASS 1.76% 07/35",,,,,,"4485000",,,,,,
"2022-02-16","'3140HXWN6'","CMBS","FNMA MORTPASS 2.6% 03/35",,,,,,"4400000",,,,,,
"2022-02-16","'3140HXDB3'","CMBS","FNMA MORTPASS 2.54% 03/35",,,,,,"4350000",,,,,,
"2022-02-16","'3140HYLP1'","CMBS","FNMA MORTPASS 1.97% 05/35",,,,,,"4125000",,,,,,
"2022-02-16","'38379RQ55'","CMBS","GOVERNMENT 2.4% 10/58",,,,,,"4094883.17",,,,,,
"2022-02-16","'38380JD54'","CMBS","GOVERNMENT 3% 05/50",,,,,,"3994957.72",,,,,,
"2022-02-16","'3140HV5Q3'","CMBS","FNMA MORTPASS 2.45% 09/28",,,,,,"3920914.61",,,,,,
"2022-02-16","'38378XA27'","CMBS","GOVERNMENT 3.05% 01/49",,,,,,"3910706.95",,,,,,
"2022-02-16","'3140J0KS8'","CMBS","FNMA MORTPASS 1.6% 07/32",,,,,,"3905000",,,,,,
"2022-02-16","'38379U2R6'","CMBS","GOVERNMENT 2.65% 08/58",,,,,,"3875731.97",,,,,,
"2022-02-16","'38379RNF6'","CMBS","GOVERNMENT 2.4% 01/58",,,,,,"3859249.11",,,,,,
"2022-02-16","'3140HXTP5'","CMBS","FNMA MORTPASS 2.54% 03/35",,,,,,"3835000",,,,,,
"2022-02-16","'3138LFAP3'","CMBS","FNMA MORTPASS 2.24% 09/26",,,,,,"3777622.6",,,,,,
"2022-02-16","'38380JFT0'","CMBS","GOVERNMENT 2.5% 09/59",,,,,,"3771423.6",,,,,,
"2022-02-16","'38379U7H3'","CMBS","GOVERNMENT 2.5% 11/57",,,,,,"3748722.82",,,,,,
"2022-02-16","'3140HYFY9'","CMBS","FNMA MORTPASS 2.46% 04/35",,,,,,"3730120.18",,,,,,
"2022-02-16","'38379RMX8'","CMBS","GOVERNMENT 2.5% 12/57",,,,,,"3717205.29",,,,,,
"2022-02-16","'38379UYC4'","CMBS","GOVERNMENT 3% 06/50",,,,,,"3693356.45",,,,,,
"2022-02-16","'38380NXD6'","CMBS","GOVERNMENT 2.6% 08/60",,,,,,"3688229.78",,,,,,
"2022-02-16","'3140LAD36'","CMBS","FNMA MORTPASS 1.54% 12/32",,,,,,"3647381.26",,,,,,
"2022-02-16","'3140HX6H8'","CMBS","FNMA MORTPASS 2.11% 04/32",,,,,,"3621889.14",,,,,,
"2022-02-16","'38379UGB6'","CMBS","GOVERNMENT 2.55% 05/47",,,,,,"3617523.08",,,,,,
"2022-02-16","'38380NJH3'","CMBS","GOVERNMENT 2.75% 08/60",,,,,,"3610272.75",,,,,,
"2022-02-16","'38380JBN7'","CMBS","GOVERNMENT 2.4% 03/51",,,,,,"3574273.31",,,,,,
"2022-02-16","'38379RXX6'","CMBS","GOVERNMENT 2.75% 02/58",,,,,,"3552951.18",,,,,,
"2022-02-16","'3138L7YH3'","CMBS","FNMA MORTPASS 3.22% 12/26",,,,,,"3537643.54",,,,,,
"2022-02-16","'38379RA60'","CMBS","GOVERNMENT 2.75% 02/58",,,,,,"3514645.18",,,,,,
"2022-02-16","'38380NAK5'","CMBS","GOVERNMENT 2.75% 10/60",,,,,,"3478989.49",,,,,,
"2022-02-16","'3140J2UG9'","CMBS","FNMA MORTPASS 1.74% 12/35",,,,,,"3450000",,,,,,
"2022-02-16","'38379RW90'","CMBS","GOVERNMENT 2.6% 01/59",,,,,,"3423841.31",,,,,,
"2022-02-16","'3140J0TE0'","CMBS","FNMA MORTPASS 1.54% 08/35",,,,,,"3371074.73",,,,,,
"2022-02-16","'3140HSRJ2'","CMBS","FNMA MORTPASS 3.77% 01/29",,,,,,"3361708.21",,,,,,
"2022-02-16","'3140J1DC9'","CMBS","FNMA MORTPASS 1.39% 09/32",,,,,,"3354000",,,,,,
"2022-02-16","'38379KJM1'","CMBS","GOVERNMENT 2.9% 11/55",,,,,,"3345107.39",,,,,,
"2022-02-16","'38379UJW7'","CMBS","GOVERNMENT 2.6% 06/57",,,,,,"3336622.52",,,,,,
"2022-02-16","'3140J1LJ5'","CMBS","FNMA MORTPASS 1.35% 09/30",,,,,,"3296497.87",,,,,,
"2022-02-16","'3140HXDL1'","CMBS","FNMA MORTPASS 2.65% 01/32",,,,,,"3254000",,,,,,
"2022-02-16","'3140J2W85'","CMBS","FNMA MORTPASS 1.56% 12/30",,,,,,"3217054.51",,,,,,
"2022-02-16","'38380JEF1'","CMBS","GOVERNMENT 2.35% 03/50",,,,,,"3170600.46",,,,,,
"2022-02-16","'38379RZE6'","CMBS","GOVERNMENT 2.6% 07/58",,,,,,"3158395.26",,,,,,
"2022-02-16","'3140HVUR3'","CMBS","FNMA MORTPASS 2.61% 09/34",,,,,,"3137202.7",,,,,,
"2022-02-16","'3140HYXU7'","CMBS","FNMA MORTPASS 1.99% 06/35",,,,,,"3095927.91",,,,,,
"2022-02-16","'3140J1SF6'","CMBS","FNMA MORTPASS 1.7% 10/35",,,,,,"3055000",,,,,,
"2022-02-16","'3140LABK0'","CMBS","FNMA MORTPASS 1.57% 12/32",,,,,,"3055000",,,,,,
"2022-02-16","'3140HYJ41'","CMBS","FNMA MORTPASS 1.95% 05/32",,,,,,"3040000",,,,,,
"2022-02-16","'3140HYTH1'","CMBS","FNMA MORTPASS 1.9% 05/35",,,,,,"3021104.55",,,,,,
"2022-02-16","'38379KGA0'","CMBS","GOVERNMENT 2.3% 02/49",,,,,,"2994798.3",,,,,,
"2022-02-16","'3140LAVW2'","CMBS","FNMA MORTPASS 1.54% 01/31",,,,,,"2973011.3",,,,,,
"2022-02-16","'3140LABN4'","CMBS","FNMA MORTPASS 1.69% 12/32",,,,,,"2930000",,,,,,
"2022-02-16","'3140HYEN4'","CMBS","FNMA MORTPASS 2.05% 06/35",,,,,,"2921000",,,,,,
"2022-02-16","'3140LAQ24'","CMBS","FNMA MORTPASS 1.57% 01/31",,,,,,"2912186.81",,,,,,
"2022-02-16","'3140J02H2'","CMBS","FNMA MORTPASS 1.61% 09/35",,,,,,"2907737.82",,,,,,
"2022-02-16","'3140HX6J4'","CMBS","FNMA MORTPASS 2.11% 04/32",,,,,,"2900416.62",,,,,,
"2022-02-16","'3140LABF1'","CMBS","FNMA MORTPASS 1.49% 12/30",,,,,,"2900000",,,,,,
"2022-02-16","'38379USR8'","CMBS","GOVERNMENT 2.55% 12/57",,,,,,"2891901.79",,,,,,
"2022-02-16","'3140HW2K7'","CMBS","FNMA MORTPASS 2.4% 02/30",,,,,,"2797366.61",,,,,,
"2022-02-16","'3138LJGT1'","CMBS","FNMA MORTPASS 2.9% 01/26",,,,,,"2784316.98",,,,,,
"2022-02-16","'3138LA7K9'","CMBS","FNMA MORTPASS 3.5% 09/35",,,,,,"2741858.39",,,,,,
"2022-02-16","'3138LHPS7'","CMBS","FNMA MORTPASS 3.48% 03/37",,,,,,"2740062.93",,,,,,
"2022-02-16","'3140J1EP9'","CMBS","FNMA MORTPASS 1.44% 09/32",,,,,,"2720785.51",,,,,,
"2022-02-16","'3138LAKK4'","CMBS","FNMA MORTPASS 3.39% 10/30",,,,,,"2679885.8",,,,,,
"2022-02-16","'3140J0RX0'","CMBS","FNMA MORTPASS 1.79% 08/35",,,,,,"2675524",,,,,,
"2022-02-16","'3140J2HQ2'","CMBS","FNMA 1.685% 11/32",,,,,,"2642806.07",,,,,,
"2022-02-16","'3140J2RV0'","CMBS","FNMA MORTPASS 1.59% 12/30",,,,,,"2622343.43",,,,,,
"2022-02-16","'3140HXN89'","CMBS","FNMA 2.475% 02/35",,,,,,"2480000",,,,,,
"2022-02-16","'3140HVPT5'","CMBS","FNMA MORTPASS 2.46% 09/26",,,,,,"2444739.63",,,,,,
"2022-02-16","'38378K4K2'","CMBS","GOVERNMENT 2.9% 02/52",,,,,,"2367255.49",,,,,,
"2022-02-16","'38378NEW9'","CMBS","GOVERNMENT 2.75% 09/46",,,,,,"2338869.66",,,,,,
"2022-02-16","'38379UDM5'","CMBS","GOVERNMENT 2.65% 04/56",,,,,,"2176376.76",,,,,,
"2022-02-16","'3140HY4J4'","CMBS","FNMA MORTPASS 1.93% 06/35",,,,,,"2004754.29",,,,,,
"2022-02-16","'3140HX6K1'","CMBS","FNMA MORTPASS 2.11% 11/29",,,,,,"2000000",,,,,,
"2022-02-16","'3140J1WM6'","CMBS","FNMA MORTPASS 1.84% 11/35",,,,,,"1999000",,,,,,
"2022-02-16","'3140J17J1'","CMBS","FNMA MORTPASS 1.69% 11/32",,,,,,"1948241.25",,,,,,
"2022-02-16","'38379RQP1'","CMBS","GOVERNMENT 2.5% 08/58",,,,,,"1910013.47",,,,,,
"2022-02-16","'3138LCZ81'","CMBS","FNMA MORTPASS 3.63% 01/31",,,,,,"1875842.68",,,,,,
"2022-02-16","'38378N4A8'","CMBS","GOVERNMENT 2.5% 03/49",,,,,,"1787690.86",,,,,,
"2022-02-16","'38379U5M4'","CMBS","GOVERNMENT 2.3% 09/57",,,,,,"1782922.69",,,,,,
"2022-02-16","'38380NFC8'","CMBS","GOVERNMENT 2.75% 08/60",,,,,,"1699384.82",,,,,,
"2022-02-16","'3140J0T42'","CMBS","FNMA MORTPASS 1.72% 08/35",,,,,,"1671513",,,,,,
"2022-02-16","'3140LALN3'","CMBS","FNMA MORTPASS 1.73% 01/33",,,,,,"1642729.83",,,,,,
"2022-02-16","'3140J3DD3'","CMBS","FNMA MORTPASS 1.61% 12/30",,,,,,"1636082.74",,,,,,
"2022-02-16","'3138LFQX9'","CMBS","FNMA MORTPASS 2.84% 10/36",,,,,,"1620550.88",,,,,,
"2022-02-16","'3140HX2K5'","CMBS","FNMA MORTPASS 2.59% 03/35",,,,,,"1603000",,,,,,
"2022-02-16","'3140J2YR1'","CMBS","FNMA MORTPASS 1.96% 12/35",,,,,,"1582348.23",,,,,,
"2022-02-16","'3140HWCJ9'","CMBS","FNMA MORTPASS 2.58% 10/29",,,,,,"1519600.37",,,,,,
"2022-02-16","'3140J15F1'","CMBS","FNMA MORTPASS 1.39% 11/30",,,,,,"1468834.17",,,,,,
"2022-02-16","'3140HX5A4'","CMBS","FNMA MORTPASS 1.94% 03/30",,,,,,"1460000",,,,,,
"2022-02-16","'3140LALT0'","CMBS","FNMA MORTPASS 4.26% 12/35",,,,,,"1452172.1",,,,,,
"2022-02-16","'3140HX5E6'","CMBS","FNMA MORTPASS 2.3% 04/35",,,,,,"1449076.97",,,,,,
"2022-02-16","'3140J1SC3'","CMBS","FNMA MORTPASS 1.78% 10/35",,,,,,"1415000",,,,,,
"2022-02-16","'3138LFJD1'","CMBS","FNMA MORTPASS 2.75% 10/28",,,,,,"1353233.45",,,,,,
"2022-02-16","'3140J0VQ0'","CMBS","FNMA MORTPASS 1.68% 08/35",,,,,,"1296388",,,,,,
"2022-02-16","'3140J2ZB5'","CMBS","FNMA MORTPASS 1.93% 12/35",,,,,,"1274645.6",,,,,,
"2022-02-16","'3140LAGC3'","CMBS","FNMA 2.005% 01/36",,,,,,"1260644.09",,,,,,
"2022-02-16","'38380JNQ7'","CMBS","GOVERNMENT 2.6% 06/58",,,,,,"1257683.57",,,,,,
"2022-02-16","'3140J1SB5'","CMBS","FNMA MORTPASS 1.78% 10/35",,,,,,"1215000",,,,,,
"2022-02-16","'38380JPQ5'","CMBS","GOVERNMENT 2.6% 11/59",,,,,,"1197617.07",,,,,,
"2022-02-16","'3140HYXQ6'","CMBS","FNMA MORTPASS 2.18% 06/35",,,,,,"1195609.58",,,,,,
"2022-02-16","'3140J0XD7'","CMBS","FNMA MORTPASS 1.85% 09/40",,,,,,"1193190.93",,,,,,
"2022-02-16","'3140HVK45'","CMBS","FNMA MORTPASS 2.63% 10/32",,,,,,"1127829.61",,,,,,
"2022-02-16","'3140HWJR4'","CMBS","FNMA MORTPASS 2.46% 11/34",,,,,,"1100000",,,,,,
"2022-02-16","'3140J1KT4'","CMBS","FNMA MORTPASS 1.51% 10/30",,,,,,"1079879.97",,,,,,
"2022-02-16","'38379RCQ4'","CMBS","GOVERNMENT 2.5% 08/54",,,,,,"1075267.93",,,,,,
"2022-02-16","'3140J1XQ6'","CMBS","FNMA MORTPASS 1.75% 12/35",,,,,,"1075000",,,,,,
"2022-02-16","'3140J0RQ5'","CMBS","FNMA MORTPASS 1.59% 08/30",,,,,,"1070895.86",,,,,,
"2022-02-16","'3140J2EN2'","CMBS","FNMA MORTPASS 1.73% 11/32",,,,,,"1038996.04",,,,,,
"2022-02-16","'3140J1U30'","CMBS","FNMA MORTPASS 1.65% 10/32",,,,,,"1013642.4",,,,,,
"2022-02-16","'3138LH7L2'","CMBS","FNMA MORTPASS 3.4% 05/32",,,,,,"1000000",,,,,,
"2022-02-16","'3140HTLY3'","CMBS","FNMA MORTPASS 3.35% 05/34",,,,,,"1000000",,,,,,
"2022-02-16","'3140HVLJ1'","CMBS","FNMA MORTPASS 2.69% 09/34",,,,,,"1000000",,,,,,
"2022-02-16","'3138LEUY5'","CMBS","FNMA MORTPASS 2.52% 07/28",,,,,,"991070.71",,,,,,
"2022-02-16","'3140J25G7'","CMBS","FNMA MORTPASS 1.96% 12/35",,,,,,"981175.63",,,,,,
"2022-02-16","'38379RAE3'","CMBS","GOVERNMENT 2.4% 10/56",,,,,,"934419.63",,,,,,
"2022-02-16","'38380UUL5'","CMBS","GOVERNMENT 2.6% 05/52",,,,,,"595576.72",,,,,,
